"https://www.arla.dk/opskrifter/banankage/","text/html; charset=utf-8","200","OK","Indexable","","b9aa6fc99fe91bc90a19dd1ca104a361","41","https://www.arla.dk/opskrifter/banankage/","https://www.arla.dk/opskrifter/banankage/"
"https://www.arla.dk/opskrifter/scrambled-eggs/","text/html; charset=utf-8","200","OK","Indexable","","10fec33b6031812b68ecdf38b2c83e9a","46","https://www.arla.dk/opskrifter/scrambled-eggs/","https://www.arla.dk/opskrifter/scrambled-eggs/"
"https://www.arla.dk/opskrifter/porretarte/","text/html; charset=utf-8","200","OK","Indexable","","ba00dcce513cf2fad046e3d56a9656e0","42","https://www.arla.dk/opskrifter/porretarte/","https://www.arla.dk/opskrifter/porretarte/"
"https://www.arla.dk/opskrifter/jordbargrod/","text/html; charset=utf-8","200","OK","Indexable","","997be6a4f61318fef20443dcbd0b8a2c","43","https://www.arla.dk/opskrifter/jordbargrod/","https://www.arla.dk/opskrifter/jordbargrod/"
"https://www.arla.dk/opskrifter/kokostoppe/","text/html; charset=utf-8","200","OK","Indexable","","690132a7ae2408675eb35a2fe9854eee","42","https://www.arla.dk/opskrifter/kokostoppe/","https://www.arla.dk/opskrifter/kokostoppe/"
"https://www.arla.dk/opskrifter/flodestuvet-gronkal/","text/html; charset=utf-8","200","OK","Indexable","","8228ef0ed77ffa2a413823d916efea07","51","https://www.arla.dk/opskrifter/flodestuvet-gronkal/","https://www.arla.dk/opskrifter/flodestuvet-gronkal/"
"https://www.arla.dk/opskrifter/kager-med-flydende-indre/","text/html; charset=utf-8","200","OK","Indexable","","a7beb9a7659179a8ab83f8a31189faee","56","https://www.arla.dk/opskrifter/kager-med-flydende-indre/","https://www.arla.dk/opskrifter/kager-med-flydende-indre/"
"https://www.arla.dk/opskrifter/aggekage/","text/html; charset=utf-8","200","OK","Indexable","","4c3daa055d1951bc72485a4fbcf47d93","40","https://www.arla.dk/opskrifter/aggekage/","https://www.arla.dk/opskrifter/aggekage/"
"https://www.arla.dk/opskrifter/kylling-i-karry/","text/html; charset=utf-8","200","OK","Indexable","","39a61f858d5302a7759d6f9ab5a11c51","47","https://www.arla.dk/opskrifter/kylling-i-karry/","https://www.arla.dk/opskrifter/kylling-i-karry/"
"https://www.arla.dk/opskrifter/morbrad-i-fad/","text/html; charset=utf-8","200","OK","Indexable","","e7093c7e3f402f5ea05b678b626df9ba","45","https://www.arla.dk/opskrifter/morbrad-i-fad/","https://www.arla.dk/opskrifter/morbrad-i-fad/"
"https://www.arla.dk/opskrifter/enebargryde-med-bagt-kartoffelmos/","text/html; charset=utf-8","200","OK","Indexable","","9bde525bd91426a29d79c280417f7210","65","https://www.arla.dk/opskrifter/enebargryde-med-bagt-kartoffelmos/","https://www.arla.dk/opskrifter/enebargryde-med-bagt-kartoffelmos/"
"https://www.arla.dk/opskrifter/marineret-oksemorbrad-og-saltkartofler/","text/html; charset=utf-8","200","OK","Indexable","","389a1bd7709c9490ca4c2df216701b8d","70","https://www.arla.dk/opskrifter/marineret-oksemorbrad-og-saltkartofler/","https://www.arla.dk/opskrifter/marineret-oksemorbrad-og-saltkartofler/"
"https://www.arla.dk/opskrifter/islagkage-med-noddebund/","text/html; charset=utf-8","200","OK","Indexable","","3afe3bc67d118c5568c7cb6d8c49a1dc","55","https://www.arla.dk/opskrifter/islagkage-med-noddebund/","https://www.arla.dk/opskrifter/islagkage-med-noddebund/"
"https://www.arla.dk/opskrifter/frikadeller/","text/html; charset=utf-8","200","OK","Indexable","","cb1b100ab54189ec2592afb1bd8ee0b7","43","https://www.arla.dk/opskrifter/frikadeller/","https://www.arla.dk/opskrifter/frikadeller/"
"https://www.arla.dk/opskrifter/millionbof/","text/html; charset=utf-8","200","OK","Indexable","","e909d62914276e4f30e45b6d5a9516b","42","https://www.arla.dk/opskrifter/millionbof/","https://www.arla.dk/opskrifter/millionbof/"
"https://www.arla.dk/opskrifter/lakselasagne/","text/html; charset=utf-8","200","OK","Indexable","","9fb9df341dd97a7e9d26809f838e808e","44","https://www.arla.dk/opskrifter/lakselasagne/","https://www.arla.dk/opskrifter/lakselasagne/"
"https://www.arla.dk/opskrifter/koldskal/","text/html; charset=utf-8","200","OK","Indexable","","aae8ed6f5a0bd8e6a4cdf5ca76b92a0","40","https://www.arla.dk/opskrifter/koldskal/","https://www.arla.dk/opskrifter/koldskal/"
"https://www.arla.dk/opskrifter/skipperlabskovs/","text/html; charset=utf-8","200","OK","Indexable","","400baad6e665076fdf47dd6054a41c9","47","https://www.arla.dk/opskrifter/skipperlabskovs/","https://www.arla.dk/opskrifter/skipperlabskovs/"
"https://www.arla.dk/opskrifter/brandte-mandler/","text/html; charset=utf-8","200","OK","Indexable","","ce5ddedb6277466f2c0e6622fc3745cf","47","https://www.arla.dk/opskrifter/brandte-mandler/","https://www.arla.dk/opskrifter/brandte-mandler/"
"https://www.arla.dk/opskrifter/chokoladekager/","text/html; charset=utf-8","200","OK","Indexable","","79eac7ad0699f0f46504b6e5c1b7c2a0","46","https://www.arla.dk/opskrifter/chokoladekager/","https://www.arla.dk/opskrifter/chokoladekager/"
"https://www.arla.dk/opskrifter/honningkagehjerter/","text/html; charset=utf-8","200","OK","Indexable","","10117dd90857c8453d4e5014a44aafe1","50","https://www.arla.dk/opskrifter/honningkagehjerter/","https://www.arla.dk/opskrifter/honningkagehjerter/"
"https://www.arla.dk/opskrifter/","text/html; charset=utf-8","200","OK","Indexable","","dda4c08645245a8ab2d1feb2d6435b5b","31","https://www.arla.dk/opskrifter/","https://www.arla.dk/opskrifter/"
"https://www.arla.dk/opskrifter/benlose-fugle/","text/html; charset=utf-8","200","OK","Indexable","","a9d80eef62b30f5e25ec3b6da9c635c1","45","https://www.arla.dk/opskrifter/benlose-fugle/","https://www.arla.dk/opskrifter/benlose-fugle/"
"https://www.arla.dk/opskrifter/broccolitarte/","text/html; charset=utf-8","200","OK","Indexable","","d46c41e91aa4d28c91330f750460b3b2","45","https://www.arla.dk/opskrifter/broccolitarte/","https://www.arla.dk/opskrifter/broccolitarte/"
"https://www.arla.dk/opskrifter/kartoffelmos/","text/html; charset=utf-8","200","OK","Indexable","","a7f75d0c67bd85e7238d8b02001e0a79","44","https://www.arla.dk/opskrifter/kartoffelmos/","https://www.arla.dk/opskrifter/kartoffelmos/"
"https://www.arla.dk/opskrifter/spidskalspasta-med-ristede-kikarter/","text/html; charset=utf-8","200","OK","Indexable","","1e85924705645bd943c1e83f22163d56","67","https://www.arla.dk/opskrifter/spidskalspasta-med-ristede-kikarter/","https://www.arla.dk/opskrifter/spidskalspasta-med-ristede-kikarter/"
